sweep,size,algorithm,probability_numerator,probability_denominator,probability,seed,request_id,status,message_correct,sender_note,received_bits,source_bits,redundancy_bits,reported_flipped_bits,detected_units,corrected_bits,uncorrectable_units,overhead_ratio
main,8,hamming-secded-13-8,1,10000,0.0001,18,main-239,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,10000,0.0001,19,main-240,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,0,main-241,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,1,main-242,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,2,main-243,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,3,main-244,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,4,main-245,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,5,main-246,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,6,main-247,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,7,main-248,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,8,main-249,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,9,main-250,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,10,main-251,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,11,main-252,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,12,main-253,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,13,main-254,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,14,main-255,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,15,main-256,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,16,main-257,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,17,main-258,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,18,main-259,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,1000,0.001,19,main-260,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,0,main-261,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,1,main-262,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,2,main-263,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,3,main-264,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,4,main-265,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,5,main-266,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,6,main-267,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,7,main-268,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,8,main-269,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,9,main-270,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,10,main-271,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,11,main-272,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,12,main-273,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,13,main-274,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,14,main-275,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,15,main-276,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,16,main-277,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,17,main-278,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,18,main-279,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,200,0.005,19,main-280,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,0,main-281,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,1,main-282,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,2,main-283,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,3,main-284,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,4,main-285,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,5,main-286,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,6,main-287,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,7,main-288,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,8,main-289,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,9,main-290,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,10,main-291,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,11,main-292,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,12,main-293,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,13,main-294,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,14,main-295,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,15,main-296,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,16,main-297,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,17,main-298,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,18,main-299,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,100,0.01,19,main-300,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,0,main-301,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,1,main-302,corrected,True,,104,64,40,1,1,1,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,2,main-303,detected_uncorrectable,,,104,64,40,4,3,2,1,0.625
main,8,hamming-secded-13-8,1,50,0.02,3,main-304,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,4,main-305,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,5,main-306,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,6,main-307,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,7,main-308,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,8,main-309,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,50,0.02,9,main-310,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,10,main-311,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,11,main-312,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,12,main-313,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,13,main-314,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,14,main-315,detected_uncorrectable,,,104,64,40,5,3,1,2,0.625
main,8,hamming-secded-13-8,1,50,0.02,15,main-316,ok,True,,104,64,40,0,0,0,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,16,main-317,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,17,main-318,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,18,main-319,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,50,0.02,19,main-320,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,0,main-321,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,1,main-322,detected_uncorrectable,,,104,64,40,5,4,3,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,2,main-323,detected_uncorrectable,,,104,64,40,5,4,3,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,3,main-324,corrected,True,,104,64,40,3,3,3,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,4,main-325,detected_uncorrectable,,,104,64,40,7,5,3,2,0.625
main,8,hamming-secded-13-8,1,20,0.05,5,main-326,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,6,main-327,detected_uncorrectable,,,104,64,40,5,4,3,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,7,main-328,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,8,main-329,detected_uncorrectable,,,104,64,40,7,6,5,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,9,main-330,detected_uncorrectable,,,104,64,40,4,3,2,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,10,main-331,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,11,main-332,corrected,True,,104,64,40,2,2,2,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,12,main-333,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,20,0.05,13,main-334,detected_uncorrectable,,,104,64,40,3,2,1,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,14,main-335,detected_uncorrectable,,,104,64,40,9,5,3,2,0.625
main,8,hamming-secded-13-8,1,20,0.05,15,main-336,detected_uncorrectable,,,104,64,40,7,4,1,3,0.625
main,8,hamming-secded-13-8,1,20,0.05,16,main-337,detected_uncorrectable,,,104,64,40,5,3,1,2,0.625
main,8,hamming-secded-13-8,1,20,0.05,17,main-338,detected_uncorrectable,,,104,64,40,10,7,6,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,18,main-339,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,20,0.05,19,main-340,corrected,True,,104,64,40,4,4,4,0,0.625
main,8,hamming-secded-13-8,1,10,0.1,0,main-341,detected_uncorrectable,,,104,64,40,9,5,3,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,1,main-342,detected_uncorrectable,,,104,64,40,11,5,2,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,2,main-343,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,10,0.1,3,main-344,detected_uncorrectable,,,104,64,40,7,5,3,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,4,main-345,detected_uncorrectable,,,104,64,40,10,7,4,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,5,main-346,detected_uncorrectable,,,104,64,40,7,5,3,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,6,main-347,detected_uncorrectable,,,104,64,40,10,7,4,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,7,main-348,detected_uncorrectable,,,104,64,40,12,7,6,1,0.625
main,8,hamming-secded-13-8,1,10,0.1,8,main-349,detected_uncorrectable,,,104,64,40,12,7,3,4,0.625
main,8,hamming-secded-13-8,1,10,0.1,9,main-350,detected_uncorrectable,,,104,64,40,11,7,5,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,10,main-351,detected_uncorrectable,,,104,64,40,11,8,5,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,11,main-352,detected_uncorrectable,,,104,64,40,5,3,1,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,12,main-353,detected_uncorrectable,,,104,64,40,6,5,4,1,0.625
main,8,hamming-secded-13-8,1,10,0.1,13,main-354,detected_uncorrectable,,,104,64,40,8,6,4,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,14,main-355,detected_uncorrectable,,,104,64,40,11,5,3,2,0.625
main,8,hamming-secded-13-8,1,10,0.1,15,main-356,detected_uncorrectable,,,104,64,40,10,4,1,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,16,main-357,detected_uncorrectable,,,104,64,40,13,7,3,4,0.625
main,8,hamming-secded-13-8,1,10,0.1,17,main-358,detected_uncorrectable,,,104,64,40,14,7,6,1,0.625
main,8,hamming-secded-13-8,1,10,0.1,18,main-359,detected_uncorrectable,,,104,64,40,16,7,4,3,0.625
main,8,hamming-secded-13-8,1,10,0.1,19,main-360,detected_uncorrectable,,,104,64,40,8,6,4,2,0.625
main,32,crc32-iso-hdlc,0,1,0.0,0,main-361,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,1,main-362,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,2,main-363,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,3,main-364,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,4,main-365,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,5,main-366,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,6,main-367,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,7,main-368,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,8,main-369,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,9,main-370,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,10,main-371,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,11,main-372,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,12,main-373,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,13,main-374,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,14,main-375,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,15,main-376,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,16,main-377,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,17,main-378,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,18,main-379,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,0,1,0.0,19,main-380,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,0,main-381,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,1,main-382,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,2,main-383,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,3,main-384,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,4,main-385,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,5,main-386,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,6,main-387,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,7,main-388,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,8,main-389,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,9,main-390,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,10,main-391,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,11,main-392,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,12,main-393,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,13,main-394,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,14,main-395,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,15,main-396,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,16,main-397,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,17,main-398,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,18,main-399,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100000,1e-05,19,main-400,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,0,main-401,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,1,main-402,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,2,main-403,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,3,main-404,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,4,main-405,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,5,main-406,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,6,main-407,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,7,main-408,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,8,main-409,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,9,main-410,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,10,main-411,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,11,main-412,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,12,main-413,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,13,main-414,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,14,main-415,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,15,main-416,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,16,main-417,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,17,main-418,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,18,main-419,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,10000,0.0001,19,main-420,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,0,main-421,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,1,main-422,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,2,main-423,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,3,main-424,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,4,main-425,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,5,main-426,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,6,main-427,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,7,main-428,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,8,main-429,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,9,main-430,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,10,main-431,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,11,main-432,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,12,main-433,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,13,main-434,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,14,main-435,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,15,main-436,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,16,main-437,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,17,main-438,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,18,main-439,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,1000,0.001,19,main-440,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,0,main-441,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,1,main-442,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,2,main-443,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,3,main-444,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,4,main-445,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,5,main-446,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,6,main-447,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,7,main-448,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,200,0.005,8,main-449,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,9,main-450,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,10,main-451,detected_uncorrectable,,,288,256,32,5,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,11,main-452,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,12,main-453,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,13,main-454,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,200,0.005,14,main-455,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,15,main-456,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,200,0.005,16,main-457,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,17,main-458,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,18,main-459,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,200,0.005,19,main-460,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,0,main-461,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,1,main-462,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,2,main-463,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,3,main-464,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,4,main-465,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,5,main-466,detected_uncorrectable,,,288,256,32,4,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,6,main-467,detected_uncorrectable,,,288,256,32,6,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,7,main-468,detected_uncorrectable,,,288,256,32,2,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,8,main-469,detected_uncorrectable,,,288,256,32,7,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,9,main-470,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,10,main-471,detected_uncorrectable,,,288,256,32,6,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,11,main-472,detected_uncorrectable,,,288,256,32,4,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,12,main-473,detected_uncorrectable,,,288,256,32,4,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,13,main-474,ok,True,,288,256,32,0,0,0,0,0.125
main,32,crc32-iso-hdlc,1,100,0.01,14,main-475,detected_uncorrectable,,,288,256,32,6,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,15,main-476,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,16,main-477,detected_uncorrectable,,,288,256,32,1,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,17,main-478,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,18,main-479,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,100,0.01,19,main-480,detected_uncorrectable,,,288,256,32,5,1,0,1,0.125
main,32,crc32-iso-hdlc,1,50,0.02,0,main-481,detected_uncorrectable,,,288,256,32,3,1,0,1,0.125
main,32,crc32-iso-hdlc,1,50,0.02,1,main-482,detected_uncorrectable,,,288,256,32,4,1,0,1,0.125
main,32,crc32-iso-hdlc,1,50,0.02,2,main-483,detected_uncorrectable,,,288,256,32,6,1,0,1,0.125
main,32,crc32-iso-hdlc,1,50,0.02,3,main-484,detected_uncorrectable,,,288,256,32,5,1,0,1,0.125
